Brand,Car Model,Mileage Drove,City,Price,Member,How Long Ago
Toyota,Toyota Harrier advance premium 2014,"42,000 km",Chattogram,"Tk 4,480,000",Yes,1 hour
Nissan,Nissan Cefiro full freas 2003,"56,000 km",Chattogram,"Tk 950,000",Yes,1 hour
Toyota,Toyota Axio silver 2008,"89,000 km",Chattogram,"Tk 1,260,000",Yes,1 hour
Toyota,Toyota Carina . 1990,"102,459 km",Dhaka,"Tk 450,000",Yes,1 hour
Honda,Honda Grace EX 2019,"93,506 km",Khulna,"Tk 2,600,000",Yes,1 hour
Toyota,Toyota Esquire Gi 2019,"64,236 km",Khulna,"Tk 3,180,000",Yes,1 hour
Toyota,Toyota Cami 1331 1999,"99,000 km",Chattogram,"Tk 690,000",Yes,1 hour
Mitsubishi,Mitsubishi Outlandar 2000 2017,"65,000 km",Chattogram,"Tk 3,700,000",Yes,1 hour
Toyota,Toyota Corsa silver 1997,"87,000 km",Chattogram,"Tk 590,000",Yes,1 hour
Toyota,Toyota Axio peldar Hybrid 2016,"68,000 km",Chattogram,"Tk 1,800,000",Yes,1 hour
Toyota,Toyota Allion push start 2009,"75,000 km",Chattogram,"Tk 1,950,000",Yes,1 hour
Hyundai,Hyundai Xcent . 2017,"41,000 km",Chattogram,"Tk 1,250,000",Yes,1 hour
Hyundai,Hyundai Elantra sanroof 2005,"95,000 km",Chattogram,"Tk 795,000",Yes,1 hour
Toyota,Toyota Allion push start 2007,"85,000 km",Chattogram,"Tk 1,650,000",Yes,1 hour
Toyota,Toyota ist 1500 2004,"69,000 km",Chattogram,"Tk 950,000",Yes,1 hour
Toyota,Toyota Corona premio 1997,"98,000 km",Chattogram,"Tk 630,000",Yes,Not given
Toyota,Toyota Avanza black 2011,"85,000 km",Chattogram,"Tk 890,000",Yes,1 hour
Toyota,Toyota Premio push start 2013,"52,000 km",Chattogram,"Tk 2,595,000",Yes,1 hour
Toyota,Toyota Sprinter 110 1996,"98,000 km",Chattogram,"Tk 520,000",Yes,1 hour
Toyota,Toyota Axio Nonhybrid X 2019,"96,325 km",Dhaka,"Tk 2,450,000",Yes,1 hour
Toyota,Toyota Premio . 2004,"75,000 km",Dhaka,"Tk 1,430,000",Yes,1 hour
Toyota,Toyota Allion 2003,"12,000 km",Chattogram,"Tk 1,230,000",No,1 hour
Toyota,Toyota Allion white 2004,"89,000 km",Chattogram,"Tk 1,330,000",Yes,1 hour
Toyota,Toyota Axio G 2013,"59,000 km",Chattogram,"Tk 1,750,000",Yes,1 hour
Toyota,Toyota Aqua push start 2013,"20,000 km",Chattogram,"Tk 1,250,000",Yes,1 hour
Toyota,Toyota Corolla x 2005,"90,000 km",Chattogram,"Tk 1,280,000",Yes,1 hour
Toyota,Toyota Hiace GL DUAL AC 2019,"71,256 km",Dhaka,"Tk 3,150,000",Yes,1 hour
Toyota,Toyota Fielder G 2012,"79,000 km",Chattogram,"Tk 1,680,000",Yes,1 hour
Toyota,Toyota Allion push start 2014,"52,000 km",Chattogram,"Tk 2,450,000",Yes,1 hour
Toyota,Toyota Premio push start 2013,"68,000 km",Chattogram,"Tk 2,590,000",Yes,1 hour
Toyota,Toyota Noah kr42 2004,"89,000 km",Chattogram,"Tk 950,000",Yes,1 hour
Honda,Honda Vezel non hybrid 2014,"75,000 km",Chattogram,"Tk 1,950,000",Yes,1 hour
Hyundai,Hyundai creta 2023,"7,000 km",Chattogram,"Tk 3,490,000",Yes,1 hour
Mazda,Mazda RX-8 2004,"70,000 km",Dhaka,"Tk 1,350,000",No,1 hour
Toyota,Toyota Premio push start 2013,"68,000 km",Chattogram,"Tk 2,450,000",Yes,1 hour
Toyota,Toyota Noah x 2005,"89,000 km",Chattogram,"Tk 1,350,000",Yes,1 hour
Toyota,Toyota Noah X 2010,"96,000 km",Chattogram,"Tk 1,850,000",Yes,1 hour
Toyota,Toyota Corolla x 2005,"82,000 km",Chattogram,"Tk 1,230,000",Yes,1 hour
Toyota,Toyota Premio silver 2003,"85,000 km",Chattogram,"Tk 1,350,000",Yes,1 hour
Toyota,Toyota Hiace Super GL 2019,"54,123 km",Khulna,"Tk 3,900,000",Yes,1 hour
Toyota,Toyota Corolla X 2003,"96,000 km",Chattogram,"Tk 950,000",Yes,Not given
Toyota,Toyota Premio car 2005,"120,000 km",Chattogram,"Tk 1,530,000",Yes,1 hour
Toyota,Toyota Vista ring 1999,"89,000 km",Chattogram,"Tk 700,000",Yes,1 hour
Toyota,Toyota Noah x 2008,"86,000 km",Chattogram,"Tk 1,670,000",Yes,1 hour
Toyota,Toyota Probox dx 2004,"89,000 km",Chattogram,"Tk 650,000",Yes,1 hour
Toyota,Toyota Allion A15 Octane Drive 2005,"89,000 km",Dhaka,"Tk 1,460,000",Yes,1 hour
Toyota,Toyota Sprinter 111 2000,"112,000 km",Dhaka,"Tk 665,000",No,1 hour
Toyota,Toyota Hiace Super GL 2 door powr 2020,"45,632 km",Dhaka,"Tk 4,330,000",Yes,1 hour
Toyota,Toyota Vitz push start 2009,"69,000 km",Chattogram,"Tk 850,000",Yes,1 hour
Toyota,Toyota Noah Super star limu 2001,"89,000 km",Chattogram,"Tk 1,050,000",Yes,1 hour
Toyota,Toyota Raum green 1997,"85,000 km",Chattogram,"Tk 700,000",Yes,1 hour
Toyota,Toyota Allion G pkg 2013,"89,000 km",Dhaka,"Tk 2,340,000",Yes,1 hour
Toyota,Toyota Corona Premio 2000,"98,000 km",Dhaka,"Tk 770,000",Yes,1 hour
Toyota,Toyota Spacio 2004,"70,000 km",Sylhet,"Tk 1,280,000",Yes,1 hour
BMW,BMW 7 Series 730li.Turbo.LWB 2016,"20,000 km",Dhaka,"Tk 14,000,000",Yes,1 hour
Honda,Honda Grace octan drive 2017,"32,000 km",Chattogram,"Tk 2,590,000",Yes,1 hour
Toyota,Toyota Premio fex 2018,"42,000 km",Chattogram,"Tk 3,650,000",Yes,1 hour
Toyota,Toyota Esquire Gi Hybrid 2019,"63,746 km",Khulna,"Tk 3,400,000",Yes,1 hour
Toyota,Toyota Allion push start 2008,"89,000 km",Chattogram,"Tk 1,850,000",Yes,1 hour
Nissan,Nissan Teana cc 2400 2005,"990,000 km",Chattogram,"Tk 1,080,000",Yes,1 hour
Toyota,Toyota Premio push start 2013,"69,800 km",Chattogram,"Tk 2,390,000",Yes,1 hour
Isuzu,Isuzu foton pic up 2012,"86,000 km",Dhaka,"Tk 850,000",Yes,1 hour
Toyota,Toyota Allion black 2005,"79,000 km",Chattogram,"Tk 1,370,000",Yes,1 hour
Toyota,Toyota Vitz push start 2008,"89,000 km",Chattogram,"Tk 795,000",Yes,1 hour
Toyota,Toyota Axio push start 2012,"65,000 km",Chattogram,"Tk 1,780,000",Yes,1 hour
Toyota,Toyota Succeed ul 2012,"79,000 km",Chattogram,"Tk 1,130,000",Yes,Not given
Toyota,Toyota Allion car 2004,"99,000 km",Chattogram,"Tk 1,190,000",Yes,1 hour
Toyota,Toyota Hiace Super Gl 2019,"52,000 km",Chattogram,"Tk 3,980,000",Yes,1 hour
Toyota,Toyota Noah si 2013,"86,000 km",Chattogram,"Tk 2,380,000",Yes,1 hour
Toyota,Toyota Corolla x 2003,"85,000 km",Chattogram,"Tk 995,000",Yes,1 hour
Toyota,Toyota Axio 2012 new shape,"100,000 km",Dhaka,"Tk 1,625,000",No,1 hour
Toyota,Toyota Noah x 2005,"98,000 km",Chattogram,"Tk 1,250,000",Yes,1 hour
Toyota,Toyota Allion redwein 2005,"89,000 km",Chattogram,"Tk 1,370,000",Yes,1 hour
Toyota,Toyota Premio push start 2008,"99,000 km",Chattogram,"Tk 1,850,000",Yes,1 hour
Toyota,Toyota Axio g push start 2008,"69,000 km",Chattogram,"Tk 1,350,000",Yes,1 hour
Chery,Chery QQ tx 2013,"35,000 km",Chattogram,"Tk 380,000",Yes,1 hour
Toyota,Toyota Noah WXB R-Grade 2019,"9,078 km",Dhaka,"Tk 4,080,000",Yes,1 hour
Toyota,"Toyota Harrier Z LEATHER ,GRADE:4.5 2021","32,000 km",Dhaka,"Tk 8,550,000",Yes,1 hour
Honda,Honda CR-V EX MASTERPIECE 2019,"37,000 km",Chattogram,"Tk 5,750,000",Yes,1 hour
Toyota,Toyota Corolla G 2002,"89,000 km",Chattogram,"Tk 980,000",Yes,1 hour
Toyota,Toyota Premio gray 2002,"90,000 km",Chattogram,"Tk 1,270,000",Yes,1 hour
Mitsubishi,Mitsubishi Lancer Gls 2003,"85,000 km",Chattogram,"Tk 650,000",Yes,1 hour
Toyota,Toyota C-HR Hybrid 2017,"55,000 km",Chattogram,"Tk 2,750,000",Yes,1 hour
Toyota,Toyota Premio push start 2010,"89,000 km",Chattogram,"Tk 1,950,000",Yes,1 hour
Toyota,Toyota Allion push start 2009,"89,000 km",Chattogram,"Tk 1,880,000",Yes,1 hour
Toyota,Toyota Noah Hybrid 2019,"70,165 km",Dhaka,"Tk 2,920,000",Yes,1 hour
Toyota,Toyota Noah kr42 Standard roof 2005,"120,000 km",Chattogram,"Tk 1,150,000",Yes,1 hour
Toyota,Toyota Axio peldar 2013,"69,000 km",Chattogram,"Tk 1,550,000",Yes,1 hour
Toyota,Toyota Vitz Black 2010,"86,000 km",Chattogram,"Tk 990,000",Yes,1 hour
Toyota,Toyota Vitz key start 2012,"56,000 km",Chattogram,"Tk 1,050,000",Yes,1 hour
Toyota,Toyota Hiace . 2015,"850,000 km",Chattogram,"Tk 3,450,000",Yes,Not given
Toyota,Toyota Prado tx 2004,"56,000 km",Chattogram,"Tk 3,400,000",Yes,1 hour
Toyota,Toyota Axio goldan silver 2007,"86,000 km",Chattogram,"Tk 1,250,000",Yes,1 hour
Toyota,Toyota Noah X 3-Grade 2020,"54,589 km",Dhaka,"Tk 3,430,000",Yes,1 hour
Toyota,Toyota Corolla 111 1998,"86,000 km",Chattogram Division,"Tk 200,000",No,1 hour
Nissan,Nissan X-Trail parl 2012,"85,000 km",Chattogram,"Tk 1,990,000",Yes,1 hour
Toyota,Toyota Axio car cabi start 2013,"69,000 km",Chattogram,"Tk 1,730,000",Yes,1 hour
Toyota,Toyota Fancargo 2000,"120,000 km",Chattogram,"Tk 670,000",Yes,1 hour
Toyota,Toyota Premio push start 2012,"56,000 km",Chattogram,"Tk 2,280,000",Yes,1 hour
Proton,Proton x70 2021,"23,000 km",Chattogram,"Tk 2,280,000",Yes,1 hour
Toyota,Toyota Premio push start 2015,"58,000 km",Chattogram,"Tk 2,590,000",Yes,1 hour
Toyota,Toyota Allion push start 2010,"69,000 km",Chattogram,"Tk 2,100,000",Yes,1 hour
Toyota,Toyota Corolla G 2004,"87,000 km",Chattogram,"Tk 1,170,000",Yes,1 hour
Toyota,Toyota Premio silver 2004,"89,000 km",Chattogram,"Tk 1,450,000",Yes,1 hour
Nissan,Nissan X-Trail push start 2020,"39,000 km",Chattogram,"Tk 4,490,000",Yes,1 hour
Toyota,Toyota Vitz key start 2009,"52,000 km",Chattogram,"Tk 850,000",Yes,1 hour
Honda,Honda Fit full fress 2002,"99,000 km",Chattogram,"Tk 430,000",Yes,1 hour
Toyota,Toyota Axio car hybrid 2015,"68,000 km",Chattogram,"Tk 1,850,000",Yes,1 hour
Toyota,Toyota Fielder wxb 2018,"23,000 km",Chattogram,"Tk 2,450,000",Yes,1 hour
Toyota,Toyota Kluger Sun roof 2003,"73,000 km",Chattogram,"Tk 1,600,000",Yes,1 hour
Toyota,Toyota Vitz silver 2001,"82,000 km",Chattogram,"Tk 520,000",Yes,1 hour
Toyota,Toyota Premio push start 2009,"88,000 km",Chattogram,"Tk 2,030,000",Yes,1 hour
Toyota,Toyota Auris push start 2012,"52,000 km",Chattogram,"Tk 1,480,000",Yes,1 hour
Honda,Honda CR-V push start 2017,"42,000 km",Chattogram,"Tk 4,480,000",Yes,1 hour
Nissan,Nissan Cefiro black 2003,"89,000 km",Chattogram,"Tk 450,000",Yes,1 hour
Toyota,Toyota Corolla x 2006,"82,000 km",Chattogram,"Tk 1,270,000",Yes,Not given
Nissan,Nissan X-Trail sunroof 2015,"59,000 km",Chattogram,"Tk 2,480,000",Yes,1 hour
Toyota,Toyota Probox DX 2002,"89,000 km",Chattogram,"Tk 620,000",Yes,1 hour
Toyota,Toyota Succeed white 2003,"86,000 km",Chattogram,"Tk 730,000",Yes,1 hour
Toyota,Toyota Corolla G 2003,"89,000 km",Chattogram,"Tk 1,050,000",Yes,1 hour
Toyota,Toyota Fielder Nonhybrid X 2019,"78,966 km",Dhaka,"Tk 2,420,000",Yes,1 hour
Toyota,Toyota Esquire Gi hybrid 2019,"76,352 km",Dhaka,"Tk 3,420,000",Yes,1 hour
Toyota,Toyota Axio HYBRID BEIGE 2019,"76,000 km",Dhaka,"Tk 2,399,000",Yes,1 hour
Toyota,Toyota Prius 𝐒 𝐭𝐨𝐮𝐫𝐢𝐧𝐠 2018,"66,000 km",Khulna,"Tk 3,170,000",Yes,1 hour
Toyota,Toyota Noah si push start 2009,"85,000 km",Chattogram,"Tk 1,850,000",Yes,1 hour
Toyota,Toyota Allion black 2003,"96,000 km",Chattogram,"Tk 1,180,000",Yes,1 hour
Toyota,Toyota Ractis press 2012,"89,000 km",Chattogram,"Tk 1,390,000",Yes,1 hour
Mitsubishi,Mitsubishi Outlander sunroof 2007,"95,000 km",Chattogram,"Tk 1,450,000",Yes,1 hour
Toyota,Toyota Carina GT 1997,"89,000 km",Chattogram,"Tk 495,000",Yes,1 hour
Toyota,Toyota Noah x 2007,"99,000 km",Chattogram,"Tk 1,650,000",Yes,1 hour
Toyota,Toyota C-HR MODE BRUNO 2019,"71,000 km",Chattogram,"Tk 3,330,000",Yes,1 hour
Toyota,Toyota Succeed 1500 cc 2005,"99,000 km",Chattogram,"Tk 730,000",Yes,1 hour
Toyota,Toyota Passo Black 2005,"79,000 km",Chattogram,"Tk 630,000",Yes,1 hour
Toyota,Toyota Allion silver 2006,"89,000 km",Chattogram,"Tk 1,540,000",Yes,1 hour
Toyota,Toyota Corolla Cross Z Leather 360° CAM 2021,"16,578 km",Khulna,"Tk 4,250,000",Yes,1 hour
Toyota,Toyota Probox DX 2005,"89,000 km",Chattogram,"Tk 670,000",Yes,1 hour
Toyota,Toyota Corolla 111 1998,"98,000 km",Chattogram,"Tk 595,000",Yes,1 hour
Toyota,Toyota Noah si push start 2013,"75,000 km",Chattogram,"Tk 2,300,000",Yes,1 hour
Toyota,Toyota Sprinter gray 1996,"86,000 km",Chattogram,"Tk 650,000",Yes,1 hour
Toyota,Toyota C-HR hybrid 2018,"28,300 km",Chattogram,"Tk 2,780,000",Yes,1 hour
Toyota,Toyota Premio push start Fex 2014,"68,000 km",Chattogram,"Tk 2,770,000",Yes,Not given
Toyota,Toyota Harrier PROGRESS METAL LP 2019,"41,000 km",Chattogram,"Tk 6,800,000",Yes,2 hours
Toyota,Toyota Axio G 2009,"74,000 km",Chattogram,"Tk 1,450,000",Yes,2 hours
Toyota,Toyota Corolla g 2006,"68,000 km",Chattogram,"Tk 1,350,000",Yes,2 hours
Nissan,Nissan Dualis black 2008,"85,000 km",Chattogram,"Tk 1,350,000",Yes,2 hours
Toyota,Toyota Corolla G 2004,"86,000 km",Chattogram,"Tk 1,250,000",Yes,2 hours
Toyota,Toyota Premio silver 2004,"92,000 km",Chattogram,"Tk 1,380,000",Yes,2 hours
Toyota,Toyota Corolla g...2005 sape kora 2003,"99,000 km",Chattogram,"Tk 980,000",Yes,2 hours
Toyota,Toyota Noah S-Z HYBRID 2022,"31,767 km",Dhaka,"Tk 5,450,000",Yes,2 hours
Mercedes-Benz,Mercedes-Benz GLS-Class Gls450.AMG.PREMIUM 2021,"17,000 km",Dhaka,"Tk 27,000,000",Yes,2 hours
Lexus,Lexus RX 300 F SPORT NHB 5AA 2020,"24,637 km",Dhaka,"Tk 12,000,000",Yes,2 hours
Toyota,Toyota Voxy HYBRID G 2019,"65,873 km",Dhaka,"Tk 2,900,000",Yes,2 hours
Toyota,Toyota Prius alpha 2015,"69,000 km",Chattogram,"Tk 2,100,000",Yes,2 hours
Toyota,Toyota Axio peldar 2011,"99,000 km",Chattogram,"Tk 1,650,000",Yes,2 hours
Toyota,Toyota Axio X Non Hybrid 2019,"57,289 km",Khulna,"Tk 2,300,000",Yes,2 hours
Toyota,Toyota Fielder X 2019,"75,000 km",Khulna,"Tk 2,200,000",Yes,2 hours
Toyota,Toyota Axio hybrid 2019,"32,000 km",Chattogram,"Tk 2,380,000",Yes,2 hours
Toyota,Toyota Allion push start 2011,"85,000 km",Chattogram,"Tk 2,070,000",Yes,2 hours
Honda,Honda Vezel Hybrid 2014,"55,000 km",Dhaka,"Tk 1,700,000",No,2 hours
Toyota,Toyota Noah sr 40 2001,"95,000 km",Chattogram,"Tk 850,000",Yes,2 hours
Toyota,Toyota Premio push start 2010,"76,000 km",Chattogram,"Tk 2,070,000",Yes,2 hours
Toyota,Toyota Corolla x 2004,"85,000 km",Chattogram,"Tk 1,050,000",Yes,2 hours
Toyota,Toyota Rush G 2022,"20,600 km",Dhaka,"Tk 4,250,000",Yes,2 hours
Toyota,Toyota Belta push start 2006,"89,000 km",Chattogram,"Tk 920,000",Yes,2 hours
Toyota,Toyota Noah Si wxb 2019,"89,632 km",Dhaka,"Tk 3,260,000",Yes,2 hours
Toyota,Toyota Allion 1st edition(G class) 2005,"53,000 km",Chattogram,"Tk 1,460,000",No,Not given
Toyota,Toyota Prius A TOURING SELECTION 2019,"93,821 km",Khulna,"Tk 3,100,000",Yes,2 hours
Toyota,Toyota Allion push start 2009,"75,000 km",Chattogram,"Tk 1,950,000",Yes,2 hours
Toyota,Toyota Axio silver 2013,"77,000 km",Chattogram,"Tk 1,690,000",Yes,2 hours
Nissan,Nissan X-Trail octan drive 2003,"89,000 km",Chattogram,"Tk 990,000",Yes,2 hours
Toyota,Toyota Allion A15 G Wine 2019,"15,098 km",Khulna,"Tk 4,100,000",Yes,2 hours
Toyota,Toyota Yaris Cross Z Leather 360 Cam 2020,"33,098 km",Khulna,"Tk 3,700,000",Yes,2 hours
Toyota,"Toyota TownAce , 1995","89,000 km",Chattogram,"Tk 390,000",Yes,2 hours
Toyota,Toyota Corolla G 2004,"86,000 km",Chattogram,"Tk 1,130,000",Yes,2 hours
Toyota,Toyota Corolla Cross Z Leather 360 Cam 2021,"17,098 km",Khulna,"Tk 4,250,000",Yes,2 hours
Toyota,Toyota Allion push start 2009,"85,000 km",Chattogram,"Tk 1,850,000",Yes,2 hours
Toyota,Toyota Wagon 100 white 2002,"96,000 km",Chattogram,"Tk 450,000",Yes,2 hours
Toyota,Toyota Premio push start 2011,"76,000 km",Chattogram Division,"Tk 2,150,000",Yes,2 hours
Toyota,Toyota Hiace GL 2004,"89,000 km",Chattogram,"Tk 700,000",Yes,2 hours
Toyota,Toyota Premio push start 2015,"68,000 km",Chattogram,"Tk 2,650,000",Yes,2 hours
Mitsubishi,Mitsubishi Lancer ex 2016,"52,000 km",Chattogram,"Tk 2,150,000",Yes,2 hours
Toyota,Toyota Premio uesd like new 2014,"55,000 km",Dhaka,"Tk 2,685,000",Yes,2 hours
Toyota,Toyota Hiace Super Gl 2017,"53,000 km",Chattogram,"Tk 3,450,000",Yes,2 hours
Toyota,Toyota Allion . 2006,"99,000 km",Chattogram,"Tk 1,470,000",Yes,2 hours
Toyota,Toyota Noah x 2004,"86,000 km",Chattogram,"Tk 1,150,000",Yes,2 hours
Mahindra,Mahindra TUV300 black 2020,"56,000 km",Chattogram,"Tk 1,390,000",Yes,2 hours
Toyota,Toyota Premio silver 2005,"89,000 km",Chattogram,"Tk 1,540,000",Yes,2 hours
Toyota,Toyota Premio push start 2015,"52,000 km",Chattogram,"Tk 2,690,000",Yes,2 hours
Toyota,Toyota Esquire push start 2016,"43,000 km",Chattogram,"Tk 3,300,000",Yes,2 hours
Toyota,Toyota Premio push start 2016,"39,000 km",Chattogram,"Tk 3,350,000",Yes,2 hours
